Hist block,Mycobacteriophage,T (raw),T (round),Hist block,Lytic,T (raw),T (round),Hist block,Lysogenic,T (raw),T (round),Hist block,Prophages,T (raw),T (round),Hist block,Marine,T (raw),T (round),Hist block,Marine,T (raw),T (round)
80000,75706,10.467,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75736,10.469,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75772,10.473,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75779,10.473,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75796,10.475,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75808,10.476,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75811,10.476,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75816,10.477,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75822,10.477,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75842,10.479,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75844,10.479,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75894,10.484,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75896,10.484,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75931,10.487,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75933,10.488,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75960,10.490,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,75973,10.491,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76012,10.495,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76023,10.496,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76049,10.498,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76050,10.498,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76129,10.506,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76131,10.506,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76169,10.509,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76174,10.510,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76179,10.510,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76217,10.514,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76217,10.514,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76260,10.518,,,,,,,,,,,,,,75000,73481,10.259,,,,,
80000,76271,10.519,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76299,10.521,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76312,10.523,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76323,10.524,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76377,10.529,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76479,10.538,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76483,10.538,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76492,10.539,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76652,10.554,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76653,10.554,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76797,10.567,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76915,10.578,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,76944,10.581,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,77053,10.591,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,77367,10.620,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,77832,10.663,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,78064,10.684,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,78229,10.699,,,,,,,,,,,,,,80000,78526,10.727,,,,,
80000,78296,10.705,,,,,,,,,,,,,,80000,78526,10.727,,,,,
85000,80228,10.882,,,,,,,,,,,,,,80000,78526,10.727,,,,,
85000,80649,10.920,,,,,,,,,,,,,,80000,78526,10.727,,,,,
85000,80650,10.920,,,,,,,,,,,,,,80000,78526,10.727,,,,,
85000,80729,10.927,,,,,,,,,,,,,,80000,78526,10.727,,,,,
85000,80955,10.948,,,,,,,,,,,,,,80000,78526,10.727,,,,,
85000,81128,10.964,,,,,,,,,,,,,,85000,83571,11.184,12,,,,
85000,83724,11.198,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
90000,85613,11.367,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
95000,90435,11.792,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
95000,90460,11.795,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
95000,92618,11.983,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
95000,93139,12.028,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
95000,93577,12.066,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
95000,93843,12.089,12,,,,,,,,,,,,,85000,83571,11.184,12,,,,
110000,106327,13.145,13,,,,,,,,,,,,,90000,88836,11.652,12,,,,
110000,108297,13.308,13,,,,,,,,,,,,,90000,88836,11.652,12,,,,
110000,108627,13.335,13,,,,,,,,,,,,,90000,88836,11.652,12,,,,
110000,109086,13.373,13,,,,,,,,,,,,,90000,88836,11.652,12,,,,
110000,109270,13.388,13,,,,,,,,,,,,,90000,88836,11.652,12,,,,
110000,109801,13.432,13,,,,,,,,,,,,,90000,88836,11.652,12,,,,
110000,109871,13.438,13,,,,,,,,,,,,,95000,93661,12.073,12,,,,
110000,109901,13.440,13,,,,,,,,,,,,,95000,93661,12.073,12,,,,
110000,109960,13.445,13,,,,,,,,,,,,,95000,93661,12.073,12,,,,
115000,110569,13.495,13,,,,,,,,,,,,,95000,93661,12.073,12,,,,
115000,110764,13.511,13,,,,,,,,,,,,,95000,93661,12.073,12,,,,
115000,110865,13.519,13,,,,,,,,,,,,,100000,98706,12.506,13,,,,
115000,111688,13.586,13,,,,,,,,,,,,,100000,98706,12.506,13,,,,
115000,111970,13.609,13,,,,,,,,,,,,,105000,103751,12.931,13,,,,
115000,112285,13.635,13,,,,,,,,,,,,,105000,103751,12.931,13,,,,
115000,112329,13.639,13,,,,,,,,,,,,,105000,103751,12.931,13,,,,
115000,112351,13.641,13,,,,,,,,,,,,,110000,108796,13.349,13,,,,
115000,113536,13.737,13,,,,,,,,,,,,,110000,108796,13.349,13,,,,
135000,131801,15.183,16,,,,,,,,,,,,,110000,108796,13.349,13,,,,
135000,131909,15.191,16,,,,,,,,,,,,,110000,108796,13.349,13,,,,
135000,133006,15.276,16,,,,,,,,,,,,,110000,108796,13.349,13,,,,
135000,133047,15.279,16,,,,,,,,,,,,,110000,108796,13.349,13,,,,
135000,133531,15.316,16,,,,,,,,,,,,,115000,113841,13.762,13,,,,
135000,133710,15.330,16,,,,,,,,,,,,,115000,113841,13.762,13,,,,
135000,134973,15.427,16,,,,,,,,,,,,,115000,113841,13.762,13,,,,
140000,139262,15.754,16,,,,,,,,,,,,,115000,113841,13.762,13,,,,
145000,142563,16.004,16,,,,,,,,,,,,,115000,113841,13.762,13,,,,
155000,153243,16.799,16,,,,,,,,,,,,,115000,113841,13.762,13,,,,
155000,153401,16.810,16,,,,,,,,,,,,,120000,118886,14.168,,,,,
155000,153714,16.833,16,,,,,,,,,,,,,125000,124151,14.586,,,,,
155000,153766,16.837,16,,,,,,,,,,,,,125000,124151,14.586,,,,,
155000,153772,16.838,16,,,,,,,,,,,,,125000,124151,14.586,,,,,
155000,153817,16.841,16,,,,,,,,,,,,,125000,124151,14.586,,,,,
155000,153882,16.846,16,,,,,,,,,,,,,125000,124151,14.586,,,,,
155000,153894,16.847,16,,,,,,,,,,,,,125000,124151,14.586,,,,,
155000,154017,16.856,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154061,16.859,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154349,16.880,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154397,16.883,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154434,16.886,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154462,16.888,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154466,16.889,16,,,,,,,,,,,,,130000,128976,14.964,,,,,
155000,154474,16.889,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154553,16.895,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154573,16.896,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154584,16.897,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154722,16.907,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154855,16.917,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154872,16.918,16,,,,,,,,,,,,,135000,134021,15.354,16,,,,
155000,154906,16.921,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155127,16.937,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155131,16.937,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155167,16.940,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155251,16.946,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155286,16.949,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155292,16.949,16,,,,,,,,,,,,,140000,139286,15.756,16,,,,
160000,155299,16.950,16,,,,,,,,,,,,,145000,144331,16.137,16,,,,
160000,155372,16.955,16,,,,,,,,,,,,,145000,144331,16.137,16,,,,
160000,155389,16.956,16,,,,,,,,,,,,,145000,144331,16.137,16,,,,
160000,155433,16.959,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155445,16.960,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155476,16.963,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155586,16.971,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155601,16.972,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155658,16.976,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155714,16.980,16,,,,,,,,,,,,,150000,149376,16.513,16,,,,
160000,155759,16.983,16,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,155784,16.985,16,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,155800,16.986,16,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,155886,16.993,16,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,155916,16.995,16,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,155943,16.997,16,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156060,17.005,,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156102,17.008,,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156199,17.015,,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156221,17.017,,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156281,17.021,,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156374,17.028,,,,,,,,,,,,,,155000,154421,16.885,16,,,,
160000,156471,17.035,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,156514,17.038,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,156558,17.042,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,156646,17.048,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,156679,17.050,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,156754,17.056,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,156758,17.056,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,157204,17.089,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,157482,17.109,,,,,,,,,,,,,,160000,159466,17.253,,,,,
160000,157568,17.115,,,,,,,,,,,,,,160000,159466,17.253,,,,,
165000,160985,17.363,,,,,,,,,,,,,,160000,159466,17.253,,,,,
165000,164254,17.599,,,,,,,,,,,,,,160000,159466,17.253,,,,,
165000,164602,17.624,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,160000,159466,17.253,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,165000,164291,17.602,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,170000,169336,17.963,,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,175000,174381,18.320,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,180000,179646,18.689,19,,,,
,,,,,,,,,,,,,,,,185000,184910,19.055,19,,,,
,,,,,,,,,,,,,,,,185000,184910,19.055,19,,,,
,,,,,,,,,,,,,,,,185000,184910,19.055,19,,,,
,,,,,,,,,,,,,,,,185000,184910,19.055,19,,,,
,,,,,,,,,,,,,,,,190000,189955,19.402,19,,,,
,,,,,,,,,,,,,,,,195000,195000,19.747,19,,,,
,,,,,,,,,,,,,,,,195000,195000,19.747,19,,,,
,,,,,,,,,,,,,,,,195000,195000,19.747,19,,,,
,,,,,,,,,,,,,,,,200000,200045,20.088,21,,,,
